id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
2342,Illuminati: New World Order,2,6,120,1994,"Action Point Allowance System, Deck / Pool Building, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers","Card Game, Collectible Components, Humor, Negotiation, Political, Science Fiction",Steve Jackson (I),https://boardgamegeek.com/boardgame/1552/illuminati-new-world-order
2432,Australian Rails,2,6,240,1994,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation","Larry Roznai, Loren Roznai",https://boardgamegeek.com/boardgame/935/australian-rails
2438,Talisman (third edition),2,8,120,1994,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting",Jervis Johnson,https://boardgamegeek.com/boardgame/5336/talisman-third-edition
2447,Pylos,2,2,10,1994,none,Abstract Strategy,David G. Royffe,https://boardgamegeek.com/boardgame/1419/pylos
2536,Big Boss,2,6,90,1994,Stock Holding,Economic,Wolfgang Kramer,https://boardgamegeek.com/boardgame/313/big-boss
2730,Enemy at the Gates,2,2,360,1994,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/6203/enemy-gates
2820,1841,2,8,300,1994,"Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation","Manlio Manzini, Federico Vellani",https://boardgamegeek.com/boardgame/1447/1841
3007,Ardennes,2,4,180,1994,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/4958/ardennes
3015,The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,2,2,360,1994,"Dice Rolling, Hex-and-Counter","Ancient, Civil War, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/5833/great-battles-julius-caesar-civil-wars-48-45-bc
3115,WINK,3,8,20,1994,none,"Card Game, Party Game",Friedhelm Krahwinkel,https://boardgamegeek.com/boardgame/13507/wink
3448,Colonial Diplomacy,2,7,360,1994,"Area Control / Area Influence, Area Movement, Player Elimination, Simultaneous Action Selection","Bluffing, Negotiation, Political, Post-Napoleonic, Territory Building, Wargame",Peter Hawes,https://boardgamegeek.com/boardgame/250/colonial-diplomacy
3986,Over the Reich,2,2,120,1994,Hex-and-Counter,"Aviation / Flight, Wargame, World War II",J. D. Webster,https://boardgamegeek.com/boardgame/8316/over-reich
4010,Neue Spiele im alten Rom,2,7,0,1994,none,"Abstract Strategy, Game System",Reiner Knizia,https://boardgamegeek.com/boardgame/280/neue-spiele-im-alten-rom
4021,Guerilla,3,6,60,1994,Hand Management,"Card Game, Political, Wargame",Neal Schlaffer,https://boardgamegeek.com/boardgame/274/guerilla
4145,Dixie: Bull Run,2,2,60,1994,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Secret Unit Deployment","American Civil War, Card Game, Collectible Components, Dice, Wargame",Tom Dalgliesh,https://boardgamegeek.com/boardgame/1525/dixie-bull-run
4153,Proud Monster: The Barbarossa Campaign,2,2,660,1994,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Ty Bomba,https://boardgamegeek.com/boardgame/11122/proud-monster-barbarossa-campaign
4241,"Kolin: Frederick's First Defeat ? June 18, 1757",1,2,360,1994,Hex-and-Counter,"Age of Reason, Wargame","P. Boinske, Paul Dangel",https://boardgamegeek.com/boardgame/5394/kolin-fredericks-first-defeat-june-18-1757
4248,Pass the Bomb,2,10,20,1994,Dice Rolling,"Electronic, Party Game, Real-time, Word Game","Sylvie Barc, Roger Heyworth, Los Rodriguez",https://boardgamegeek.com/boardgame/137/pass-bomb
4290,No Better Place to Die,2,2,360,1994,"Hex-and-Counter, Simulation","American Civil War, Wargame","Dean Essig, David A. Powell",https://boardgamegeek.com/boardgame/8812/no-better-place-die
4296,Yahtzee Deluxe Poker,2,6,20,1994,"Auction/Bidding, Betting/Wagering, Dice Rolling, Press Your Luck",Dice,"Sean McGuire, Thomas McGuire",https://boardgamegeek.com/boardgame/793/yahtzee-deluxe-poker
4359,Maharaja,3,5,240,1994,"Area Movement, Variable Player Powers","Ancient, Wargame","Rex A. Martin, Craig Sandercock",https://boardgamegeek.com/boardgame/1713/maharaja
4403,Landships! Tactical Weapons Innovations 1914-1918,2,2,120,1994,Hex-and-Counter,"Wargame, World War I",Perry Moore,https://boardgamegeek.com/boardgame/8711/landships-tactical-weapons-innovations-1914-1918
4442,Worm Up!,3,5,15,1994,Simultaneous Action Selection,"Animals, Children's Game, Racing",Alex Randolph,https://boardgamegeek.com/boardgame/404/worm
4485,Star Trek: Customizable Card Game (first edition),2,2,45,1994,"Hand Management, Set Collection","Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction","Tom Braunlich, Evan Lorentz, Bill Martinson, Jason Robinette, Roland L. Tesh",https://boardgamegeek.com/boardgame/3852/star-trek-customizable-card-game-first-edition
4624,Wettstreit der Baumeister,3,4,45,1994,Auction/Bidding,City Building,Jean du Poël,https://boardgamegeek.com/boardgame/109/wettstreit-der-baumeister
4689,Aerodrome,2,12,0,1994,Action / Movement Programming,"Aviation / Flight, Miniatures, Wargame, World War I","Stanley Kubiak, Winston J. Kubiak",https://boardgamegeek.com/boardgame/549/aerodrome
4899,On the Edge,2,5,45,1994,none,"Card Game, Collectible Components, Fighting","John Nephew, Jonathan Tweet",https://boardgamegeek.com/boardgame/2135/edge
4939,"Lost Victory: Manstein At Kharkov, Winter 1943",1,4,720,1994,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",David James Ritchie,https://boardgamegeek.com/boardgame/5351/lost-victory-manstein-kharkov-winter-1943
4967,An den Ufern des Nils,2,5,60,1994,Action Point Allowance System,Farming,"Hanno Kuhn, Wilfried Kuhn",https://boardgamegeek.com/boardgame/993/den-ufern-des-nils
4975,Dixie: Gettysburg,2,2,60,1994,none,"American Civil War, Card Game, Collectible Components, Wargame",Tom Dalgliesh,https://boardgamegeek.com/boardgame/23828/dixie-gettysburg
49,El Grande,2,5,120,1995,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",Renaissance,"Wolfgang Kramer, Richard Ulrich",https://boardgamegeek.com/boardgame/93/el-grande
272,Catan,3,4,120,1995,"Dice Rolling, Hand Management, Modular Board, Route/Network Building, Trading",Negotiation,Klaus Teuber,https://boardgamegeek.com/boardgame/13/catan
316,PitchCar,2,8,30,1995,Modular Board,"Action / Dexterity, Children's Game, Party Game, Racing, Sports",Jean du Poël,https://boardgamegeek.com/boardgame/150/pitchcar
441,Medici,2,6,60,1995,"Auction/Bidding, Press Your Luck, Set Collection",Renaissance,Reiner Knizia,https://boardgamegeek.com/boardgame/46/medici
634,Warhammer Quest,1,4,120,1995,"Co-operative Play, Dice Rolling, Modular Board, Role Playing","Adventure, Fantasy","Andy Jones, Gavin Thorpe",https://boardgamegeek.com/boardgame/1634/warhammer-quest
784,Condottiere,2,6,45,1995,"Area Control / Area Influence, Auction/Bidding, Hand Management, Take That","Bluffing, Card Game, Medieval, Negotiation","Dominique Ehrhard, Duccio Vitale",https://boardgamegeek.com/boardgame/112/condottiere
802,Mü & More,2,8,60,1995,"Partnerships, Trick-taking","Card Game, Game System","Doris Matthäus, Frank Nestel",https://boardgamegeek.com/boardgame/152/mu-more
810,Necromunda,2,4,30,1995,"Dice Rolling, Modular Board, Role Playing, Secret Unit Deployment, Variable Player Powers","Fighting, Miniatures, Science Fiction, Wargame","Andy Chambers, Jervis Johnson, Rick Priestley",https://boardgamegeek.com/boardgame/3072/necromunda
845,1856: Railroading in Upper Canada from 1856,3,6,300,1995,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains",Bill Dixon,https://boardgamegeek.com/boardgame/423/1856-railroading-upper-canada-1856
850,High Society,3,5,30,1995,Auction/Bidding,Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/220/high-society
908,Middle-earth,1,5,90,1995,"Area Movement, Dice Rolling, Hand Management, Variable Player Powers","Adventure, Card Game, Collectible Components, Exploration, Fantasy, Fighting, Novel-based",Coleman Charlton,https://boardgamegeek.com/boardgame/1915/middle-earth
997,Legend of the Five Rings,2,8,45,1995,"Card Drafting, Player Elimination, Set Collection","Card Game, Collectible Components, Fantasy, Fighting, Medieval","Jeff Alexander, Brent Keith, Bryan Reese, David Seay, David Williams (I), Mark Wootton, John Zinser",https://boardgamegeek.com/boardgame/1887/legend-five-rings
1062,Mystery of the Abbey,3,6,120,1995,"Area Movement, Hand Management, Paper-and-Pencil, Set Collection","Deduction, Medieval, Murder/Mystery, Religious","Bruno Faidutti, Serge Laget",https://boardgamegeek.com/boardgame/915/mystery-abbey
1074,The Bottle Imp,2,4,30,1995,Trick-taking,Card Game,Günter Cornett,https://boardgamegeek.com/boardgame/619/bottle-imp
1137,The Great Dalmuti,4,8,60,1995,"Hand Management, Trick-taking","Card Game, Medieval",Richard Garfield,https://boardgamegeek.com/boardgame/929/great-dalmuti
1234,The Great Battles of Alexander: Deluxe Edition,2,4,240,1995,"Dice Rolling, Hex-and-Counter, Simulation","Ancient, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/11057/great-battles-alexander-deluxe-edition
1519,Star Wars Customizable Card Game,2,2,60,1995,"Area Control / Area Influence, Hand Management, Modular Board, Variable Player Powers","Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction","Tom Braunlich, Jerry Darcy, Chuck Kallenbach, Roland L. Tesh",https://boardgamegeek.com/boardgame/1270/star-wars-customizable-card-game
1889,Billabong,2,4,30,1995,Grid Movement,"Abstract Strategy, Animals, Racing",Eric Solomon,https://boardgamegeek.com/boardgame/464/billabong
1891,Streetcar,2,5,60,1995,"Route/Network Building, Tile Placement","Racing, Trains, Transportation",Stefan Dorra,https://boardgamegeek.com/boardgame/1597/streetcar
1899,Formula Motor Racing,3,6,20,1995,"Dice Rolling, Hand Management","Card Game, Dice, Racing",Reiner Knizia,https://boardgamegeek.com/boardgame/635/formula-motor-racing
1909,Tunisia,2,2,360,1995,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/4204/tunisia
2042,Das Motorsportspiel,2,12,120,1995,"Roll / Spin and Move, Simulation","Racing, Real-time, Sports","Peter Steinke, Martin Wieland",https://boardgamegeek.com/boardgame/541/das-motorsportspiel
2419,Shadowfist,2,7,60,1995,Hand Management,"Card Game, Collectible Components, Fighting","Jose Garcia, Robin D. Laws",https://boardgamegeek.com/boardgame/3475/shadowfist
2422,Rat-a-Tat Cat,2,6,10,1995,"Card Drafting, Memory, Take That","Animals, Card Game, Children's Game, Memory","Monty Stambler, Ann Stambler",https://boardgamegeek.com/boardgame/3837/rat-tat-cat
2430,Stonewall in the Valley,2,2,180,1995,Hex-and-Counter,"American Civil War, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4214/stonewall-valley
2545,2038: Tycoons of the Asteroid Belt,3,6,360,1995,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Stock Holding","Economic, Science Fiction, Space Exploration, Trains, Transportation","James Hlavaty, Thomas Lehmann",https://boardgamegeek.com/boardgame/816/2038-tycoons-asteroid-belt
2661,London's Burning,1,2,360,1995,Hex-and-Counter,"Aviation / Flight, Wargame, World War II",Ben Knight,https://boardgamegeek.com/boardgame/2150/londons-burning
2906,The Mole in the Hole,2,4,45,1995,Modular Board,Children's Game,"Virginia Charves, Bertram Kaes",https://boardgamegeek.com/boardgame/321/mole-hole
2991,Knights of Charlemagne,2,4,30,1995,"Hand Management, Partnerships, Set Collection","Card Game, Medieval",Reiner Knizia,https://boardgamegeek.com/boardgame/182/knights-charlemagne
3189,Yom Kippur,2,2,240,1995,"Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame","Dean Essig, Al Sandrick",https://boardgamegeek.com/boardgame/3414/yom-kippur
3229,Foppen,3,6,20,1995,"Hand Management, Trick-taking",Card Game,Friedemann Friese,https://boardgamegeek.com/boardgame/1942/foppen
3306,Silent Death: The Next Millennium Deluxe Edition,2,8,120,1995,"Dice Rolling, Hex-and-Counter","Fighting, Miniatures, Science Fiction, Wargame",Kevin Barrett,https://boardgamegeek.com/boardgame/27266/silent-death-next-millennium-deluxe-edition
3330,1825 Unit 1,2,5,180,1995,"Modular Board, Route/Network Building, Stock Holding","Trains, Transportation",Francis Tresham,https://boardgamegeek.com/boardgame/937/1825-unit-1
3412,Sternenhimmel,3,5,30,1995,"Area Control / Area Influence, Auction/Bidding",Bluffing,Tom Schoeps,https://boardgamegeek.com/boardgame/668/sternenhimmel
3479,Blink,2,3,10,1995,Pattern Recognition,"Action / Dexterity, Card Game, Children's Game, Real-time",Reinhard Staupe,https://boardgamegeek.com/boardgame/1197/blink
3709,Achtung: Spitfire!,1,99,240,1995,"Dice Rolling, Hex-and-Counter","Aviation / Flight, Wargame, World War II",J. D. Webster,https://boardgamegeek.com/boardgame/5614/achtung-spitfire
3765,The Stock Car Championship Racing Card Game,2,12,20,1995,none,"Card Game, Racing, Sports","Michael Garton, John McLaughlin",https://boardgamegeek.com/boardgame/637/stock-car-championship-racing-card-game
3821,Quixo,2,4,15,1995,"Pattern Building, Tile Placement",Abstract Strategy,Thierry Chapeau,https://boardgamegeek.com/boardgame/3190/quixo
3844,Hattrick,4,6,30,1995,Trick-taking,Card Game,Klaus Palesch,https://boardgamegeek.com/boardgame/350/hattrick
3873,In their Quiet Fields II,2,2,240,1995,Hex-and-Counter,"American Civil War, Wargame",Dean Essig,https://boardgamegeek.com/boardgame/4368/their-quiet-fields-ii
3968,Eagles: Waterloo,2,2,120,1995,Secret Unit Deployment,"Card Game, Collectible Components, Napoleonic, Wargame",Tom Dalgliesh,https://boardgamegeek.com/boardgame/4667/eagles-waterloo
4115,Hube's Pocket,2,2,360,1995,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II","Dean Essig, Dave Friedrichs",https://boardgamegeek.com/boardgame/7453/hubes-pocket
4247,Black Wednesday,2,2,240,1995,Hex-and-Counter,"Wargame, World War II","Dean Essig, Dave Friedrichs",https://boardgamegeek.com/boardgame/4200/black-wednesday
4445,Simply Cosmic,2,4,45,1995,Variable Player Powers,"Negotiation, Science Fiction","Bill Eberle, Jack Kittredge",https://boardgamegeek.com/boardgame/1566/simply-cosmic
4458,"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",2,2,240,1995,Hex-and-Counter,"American Civil War, Wargame","Dean Essig, Alan Wambold",https://boardgamegeek.com/boardgame/10964/aprils-harvest-battle-shiloh-april-6-7-1862
4504,Kult,2,99,45,1995,Variable Player Powers,"Card Game, Collectible Components, Fighting, Horror, Mature / Adult",Bryan Winter,https://boardgamegeek.com/boardgame/1519/kult
4636,Empire of the Rising Sun,2,6,240,1995,"Dice Rolling, Hex-and-Counter","Wargame, World War II","Tor Abrahamsen, Dave Casper, Bruce Harper",https://boardgamegeek.com/boardgame/5034/empire-rising-sun
4734,Typhoon!,1,4,360,1995,"Hex-and-Counter, Simulation",Wargame,Vance von Borries,https://boardgamegeek.com/boardgame/6928/typhoon
126,Hannibal: Rome vs. Carthage,2,2,200,1996,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation","Ancient, Political, Wargame",Mark Simonitch,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage
554,Netrunner,2,2,45,1996,Action Point Allowance System,"Card Game, Collectible Components, Science Fiction",Richard Garfield,https://boardgamegeek.com/boardgame/1301/netrunner
726,Catan Card Game,2,2,90,1996,"Card Drafting, Dice Rolling, Hand Management, Trading","Card Game, City Building, Territory Building",Klaus Teuber,https://boardgamegeek.com/boardgame/278/catan-card-game
857,Age of Renaissance,3,6,360,1996,"Area Movement, Auction/Bidding","Civilization, Economic, Medieval, Renaissance","Don Greenwood, Jared Scarborough",https://boardgamegeek.com/boardgame/26/age-renaissance
1005,Show Manager,2,6,60,1996,"Card Drafting, Set Collection",Card Game,Dirk Henn,https://boardgamegeek.com/boardgame/73/show-manager
1068,Serenissima (first edition),2,4,120,1996,"Pick-up and Deliver, Trading","Economic, Nautical, Renaissance","Dominique Ehrhard, Duccio Vitale",https://boardgamegeek.com/boardgame/232/serenissima-first-edition
1532,Top Race,2,6,45,1996,"Auction/Bidding, Betting/Wagering, Hand Management",Racing,Wolfgang Kramer,https://boardgamegeek.com/boardgame/932/top-race
1535,Expedition,2,6,90,1996,"Point to Point Movement, Route/Network Building","Exploration, Transportation, Travel",Wolfgang Kramer,https://boardgamegeek.com/boardgame/223/expedition
1616,Detroit-Cleveland Grand Prix,2,6,60,1996,Auction/Bidding,"Card Game, Racing",Wolfgang Kramer,https://boardgamegeek.com/boardgame/101/detroit-cleveland-grand-prix
1655,MarraCash,3,4,60,1996,Auction/Bidding,Economic,Stefan Dorra,https://boardgamegeek.com/boardgame/16/marracash
1758,Space Hulk (second edition),2,2,90,1996,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Fighting, Miniatures, Science Fiction","Dean Bass, Andy Chambers, Chris Colston, Richard Halliwell, Jervis Johnson, Andy Jones, Paul Murphy",https://boardgamegeek.com/boardgame/63091/space-hulk-second-edition
1937,Entdecker,2,4,60,1996,"Area Control / Area Influence, Modular Board, Tile Placement",Exploration,Klaus Teuber,https://boardgamegeek.com/boardgame/200/entdecker
2044,Kill Doctor Lucky,3,8,45,1996,"Card Drafting, Hand Management, Point to Point Movement","Humor, Murder/Mystery",James Ernest,https://boardgamegeek.com/boardgame/257/kill-doctor-lucky
2205,Bamboleo,2,7,30,1996,Press Your Luck,"Action / Dexterity, Party Game",Jacques Zeimet,https://boardgamegeek.com/boardgame/293/bamboleo
2253,Stalingrad Pocket II,2,2,180,1996,Hex-and-Counter,"Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/12140/stalingrad-pocket-ii
2285,Mythos,1,10,45,1996,Set Collection,"Adventure, Card Game, Collectible Components, Fighting, Horror, Novel-based",Charlie Krank,https://boardgamegeek.com/boardgame/1800/mythos
2359,Gloria Picktoria,2,5,45,1996,"Card Drafting, Set Collection",Card Game,"Mick Ado, Alan R. Moon",https://boardgamegeek.com/boardgame/247/gloria-picktoria
2375,Compatibility,4,6,30,1996,"Partnerships, Simultaneous Action Selection","Card Game, Party Game, Word Game",Craig Browne (I),https://boardgamegeek.com/boardgame/2604/compatibility
2459,Pokémon Trading Card Game,2,2,20,1996,"Card Drafting, Variable Player Powers","Card Game, Collectible Components, Fantasy, Fighting, Movies / TV / Radio theme","Takumi Akabane, Tsunekaz Ishihara",https://boardgamegeek.com/boardgame/2165/pokemon-trading-card-game
2678,Stonewall's Last Battle,1,2,180,1996,Hex-and-Counter,"American Civil War, Wargame",Ed Beach,https://boardgamegeek.com/boardgame/4210/stonewalls-last-battle
2735,Chronology,2,8,30,1996,"Memory, Press Your Luck","Card Game, Party Game, Trivia",Jane Ruemmele,https://boardgamegeek.com/boardgame/834/chronology
2737,1000 Blank White Cards,3,99,60,1996,"Deck / Pool Building, Line Drawing, Paper-and-Pencil","Card Game, Comic Book / Strip, Game System, Humor, Party Game","Riff Conner, Nathan Phoenix",https://boardgamegeek.com/boardgame/4550/1000-blank-white-cards
2872,Air Baron,2,6,120,1996,"Area Control / Area Influence, Chit-Pull System, Dice Rolling","Aviation / Flight, Economic, Territory Building",Evan Davis (I),https://boardgamegeek.com/boardgame/76/air-baron
2901,Samurai,2,2,180,1996,"Dice Rolling, Hex-and-Counter, Simulation","Medieval, Wargame","Richard H. Berg, Mark Herman",https://boardgamegeek.com/boardgame/3061/samurai
2944,BattleTech CCG,2,2,20,1996,Hand Management,"Card Game, Collectible Components, Science Fiction",Richard Garfield,https://boardgamegeek.com/boardgame/3487/battletech-ccg
2972,25 Words or Less,4,0,60,1996,"Auction/Bidding, Partnerships","Party Game, Word Game",Bruce Sterten,https://boardgamegeek.com/boardgame/621/25-words-or-less
3113,The Very Clever Pipe Game,2,4,20,1996,Tile Placement,"Abstract Strategy, Card Game",James Ernest,https://boardgamegeek.com/boardgame/279/very-clever-pipe-game
3184,"Barbarossa: Army Group South, 1941",1,4,240,1996,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Vance von Borries,https://boardgamegeek.com/boardgame/10641/barbarossa-army-group-south-1941
3202,Buy Low Sell High,2,4,45,1996,Commodity Speculation,Economic,Reiner Knizia,https://boardgamegeek.com/boardgame/146/buy-low-sell-high
3408,Members Only,3,5,45,1996,"Betting/Wagering, Hand Management","Bluffing, Card Game, Deduction",Reiner Knizia,https://boardgamegeek.com/boardgame/344/members-only
3792,Great War at Sea: The Mediterranean,2,2,120,1996,"Hex-and-Counter, Simultaneous Action Selection","Nautical, Wargame, World War I","Michael Bennighof, Brian L. Knipple",https://boardgamegeek.com/boardgame/4769/great-war-sea-mediterranean
3875,Stargrunt II,2,4,120,1996,"Dice Rolling, Variable Phase Order","Book, Miniatures, Science Fiction, Wargame","Steve Blease, Mike Elliott, Jon M. Tuffley",https://boardgamegeek.com/boardgame/5686/stargrunt-ii
4028,CrossFire: Rules & Organizations for Company Level WW2 Gaming,2,6,120,1996,"Area-Impulse, Dice Rolling","Miniatures, Modern Warfare, Vietnam War, Wargame, World War II",Arty Conliffe,https://boardgamegeek.com/boardgame/8066/crossfire-rules-organizations-company-level-ww2-ga
4086,Olé!,3,8,30,1996,Hand Management,Card Game,Wolfgang Panning,https://boardgamegeek.com/boardgame/473/ole
4174,Wat'n dat!?,3,8,60,1996,Pattern Building,"Action / Dexterity, Party Game",Claude Weber,https://boardgamegeek.com/boardgame/1072/watn-dat
4182,Give Me the Brain!,3,8,30,1996,"Action Point Allowance System, Auction/Bidding, Hand Management","Card Game, Zombies",James Ernest,https://boardgamegeek.com/boardgame/176/give-me-brain
4266,Five Crowns,2,7,30,1996,"Hand Management, Set Collection",Card Game,Marsha J. Falco,https://boardgamegeek.com/boardgame/1472/five-crowns
4498,City of Chaos,1,6,300,1996,"Modular Board, Role Playing, Storytelling, Tile Placement, Variable Player Powers","City Building, Deduction, Exploration, Fantasy, Fighting, Murder/Mystery","Martyn Oliver, Colin Thornton",https://boardgamegeek.com/boardgame/1145/city-chaos
4632,Campanile,2,5,30,1996,"Area Control / Area Influence, Betting/Wagering, Hand Management, Tile Placement",Card Game,"Hanno Kuhn, Wilfried Kuhn",https://boardgamegeek.com/boardgame/301/campanile
4792,Warzone (first edition),2,8,180,1996,"Action Point Allowance System, Dice Rolling, Secret Unit Deployment","Horror, Miniatures, Science Fiction, Wargame",Bill King,https://boardgamegeek.com/boardgame/9296/warzone-first-edition
4974,Honor of the Samurai,3,6,90,1996,"Action Point Allowance System, Dice Rolling, Hand Management, Take That","Card Game, Medieval",Scott Kimball,https://boardgamegeek.com/boardgame/607/honor-samurai
65,Tigris & Euphrates,2,4,90,1997,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement","Abstract Strategy, Ancient, Civilization, Territory Building",Reiner Knizia,https://boardgamegeek.com/boardgame/42/tigris-euphrates
261,For Sale,3,6,30,1997,"Auction/Bidding, Hand Management","Card Game, Economic",Stefan Dorra,https://boardgamegeek.com/boardgame/172/sale
365,Bohnanza,2,7,45,1997,"Hand Management, Set Collection, Trading","Card Game, Farming, Negotiation",Uwe Rosenberg,https://boardgamegeek.com/boardgame/11/bohnanza
651,Primordial Soup,3,4,90,1997,"Dice Rolling, Grid Movement, Player Elimination, Variable Phase Order, Variable Player Powers",Prehistoric,"Doris Matthäus, Frank Nestel",https://boardgamegeek.com/boardgame/124/primordial-soup
698,GIPF,2,2,60,1997,"Grid Movement, Pattern Building",Abstract Strategy,Kris Burm,https://boardgamegeek.com/boardgame/527/gipf
733,Colossal Arena,2,5,60,1997,"Betting/Wagering, Hand Management","Card Game, Fantasy, Mythology",Reiner Knizia,https://boardgamegeek.com/boardgame/105/colossal-arena
774,Löwenherz,2,4,90,1997,"Area Control / Area Influence, Auction/Bidding, Modular Board","Medieval, Political",Klaus Teuber,https://boardgamegeek.com/boardgame/66/lowenherz
904,Turn the Tide,3,5,30,1997,"Hand Management, Simultaneous Action Selection",Card Game,Stefan Dorra,https://boardgamegeek.com/boardgame/1403/turn-tide
978,Quoridor,2,4,15,1997,Grid Movement,"Abstract Strategy, Maze",Mirko Marchesi,https://boardgamegeek.com/boardgame/624/quoridor
1029,Jungle Speed,2,8,10,1997,Pattern Recognition,"Action / Dexterity, Card Game, Party Game, Real-time","Thomas Vuarchex, Pierrick Yakovenko",https://boardgamegeek.com/boardgame/8098/jungle-speed
1210,Nyet!,2,5,30,1997,"Hand Management, Trick-taking",Card Game,Stefan Dorra,https://boardgamegeek.com/boardgame/1107/nyet
1352,Chicken Cha Cha Cha,2,4,20,1997,Memory,"Animals, Children's Game, Memory",Klaus Zoch,https://boardgamegeek.com/boardgame/3570/chicken-cha-cha-cha
1394,Caesar & Cleopatra,2,2,60,1997,"Area Control / Area Influence, Hand Management, Set Collection","Ancient, Bluffing, Card Game",Wolfgang Lüdtke,https://boardgamegeek.com/boardgame/132/caesar-cleopatra
1430,Metro,2,6,30,1997,"Route/Network Building, Tile Placement",Trains,Dirk Henn,https://boardgamegeek.com/boardgame/559/metro
1556,Mississippi Queen,3,5,45,1997,"Grid Movement, Modular Board, Pick-up and Deliver","Nautical, Racing",Werner Hodel,https://boardgamegeek.com/boardgame/256/mississippi-queen
1935,Fresh Fish,2,5,60,1997,Tile Placement,City Building,Friedemann Friese,https://boardgamegeek.com/boardgame/1017/fresh-fish
1979,Close Action,2,30,240,1997,"Action / Movement Programming, Simultaneous Action Selection","Age of Reason, American Revolutionary War, Napoleonic, Nautical, Wargame",Mark A. Campbell,https://boardgamegeek.com/boardgame/3553/close-action
2083,Wise and Otherwise,2,6,45,1997,"Paper-and-Pencil, Simultaneous Action Selection, Voting","Bluffing, Party Game",(Uncredited),https://boardgamegeek.com/boardgame/2652/wise-and-otherwise
2328,Successors (second edition),2,4,180,1997,"Campaign / Battle Card Driven, Point to Point Movement","Ancient, Wargame","Richard H. Berg, Mark Simonitch",https://boardgamegeek.com/boardgame/68/successors-second-edition
2332,Dog,2,6,45,1997,Partnerships,"Card Game, Racing",(Uncredited),https://boardgamegeek.com/boardgame/2633/dog
2421,Twilight Imperium,2,6,240,1997,"Dice Rolling, Hex-and-Counter, Modular Board, Tile Placement, Variable Player Powers, Voting","Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen,https://boardgamegeek.com/boardgame/24/twilight-imperium
2683,Go Away Monster!,2,4,15,1997,"Co-operative Play, Pattern Recognition, Set Collection","Children's Game, Puzzle","Monty Stambler, Ann Stambler",https://boardgamegeek.com/boardgame/6714/go-away-monster
2708,American Megafauna,1,4,480,1997,"Auction/Bidding, Simulation, Variable Player Powers","Animals, Environmental, Prehistoric",Phil Eklund,https://boardgamegeek.com/boardgame/639/american-megafauna
2744,"Warhammer Epic 40,000",2,4,180,1997,"Dice Rolling, Modular Board, Variable Player Powers","Miniatures, Science Fiction","Andy Chambers, Jervis Johnson, Gavin Thorpe",https://boardgamegeek.com/boardgame/5316/warhammer-epic-40000
2817,Dr. Jekyll & Mr. Hyde,3,4,60,1997,Trick-taking,"Bluffing, Card Game",Wolfgang Werner,https://boardgamegeek.com/boardgame/686/dr-jekyll-mr-hyde
3000,Babylon 5 Collectible Card Game,2,10,60,1997,"Hand Management, Role Playing, Variable Player Powers, Voting","Card Game, Collectible Components, Economic, Movies / TV / Radio theme, Negotiation, Political, Science Fiction","Ran Ackels, Edi Birsan, Paul Brown, John Hart, David Hewitt, John Myler, Kevin Tewart",https://boardgamegeek.com/boardgame/2640/babylon-5-collectible-card-game
